ID,city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rentAmount,propertyTax,fireInsurance
3592,1,75,3,2,1,21,acept,not furnished,R$501,"R$2,900",R$28,R$37
3593,1,215,4,4,3,6,acept,not furnished,"R$3,800","R$3,400","R$1,084",R$44
3594,1,125,3,4,1,2,acept,not furnished,"R$1,100","R$4,900",R$0,R$63
3595,1,94,3,2,3,5,acept,not furnished,R$820,"R$2,200",R$350,R$28
3596,1,60,2,1,1,8,acept,not furnished,R$850,"R$2,750",R$0,R$35
3597,1,66,2,1,1,10,not acept,furnished,R$700,"R$3,800",R$84,R$27
3598,1,300,4,5,4,-,acept,not furnished,R$0,"R$5,000",R$538,R$76
3599,1,102,3,3,2,12,acept,not furnished,"R$1,366","R$5,702",R$276,R$73
3600,1,462,7,2,3,-,not acept,not furnished,R$0,"R$8,600",R$834,R$130
3601,0,51,2,1,2,13,not acept,not furnished,R$457,"R$1,850",R$56,R$24
3602,1,120,3,3,2,-,acept,not furnished,R$0,"R$3,500",R$122,R$53
3603,1,35,1,1,1,10,not acept,furnished,"R$1,400","R$2,800",R$205,R$36
3604,1,229,4,2,3,2,acept,furnished,"R$1,100","R$5,500",R$409,R$70
3605,1,530,4,5,6,-,not acept,not furnished,R$0,"R$15,000",R$0,R$226
3606,0,74,3,1,1,3,acept,not furnished,R$350,"R$1,000",R$54,R$13
3607,1,96,2,1,1,2,acept,not furnished,"R$1,080","R$4,300",R$118,R$55
3608,1,181,4,5,3,5,acept,not furnished,"R$2,100","R$2,600",R$579,R$33
3609,1,38,1,1,1,1,acept,not furnished,R$437,"R$1,942",R$14,R$9
3610,1,260,2,3,4,-,acept,not furnished,R$0,"R$5,500",R$142,R$83
3611,1,126,3,2,0,1,acept,not furnished,R$150,"R$2,210",R$125,R$28
3612,1,98,1,2,2,4,not acept,furnished,"R$1,750","R$8,400",R$580,R$107
3613,1,220,4,3,3,20,acept,furnished,"R$2,080","R$5,500","R$1,092",R$70
3614,1,164,3,2,2,6,acept,not furnished,"R$3,182","R$8,500",R$608,R$108
3615,1,50,1,1,1,3,not acept,furnished,R$690,"R$4,230",R$36,R$54
3616,0,55,2,1,1,1,acept,not furnished,R$360,R$900,R$53,R$12
3617,0,300,4,4,3,2,acept,not furnished,"R$2,300","R$6,000",R$417,R$77
3618,1,40,1,1,1,1,acept,not furnished,R$0,"R$1,300",R$30,R$17
3619,1,68,2,1,1,8,acept,not furnished,R$384,"R$1,306",R$0,R$17
3620,1,220,2,2,3,-,acept,not furnished,R$0,"R$10,500",R$750,R$158
3621,1,270,2,3,4,-,acept,not furnished,R$0,"R$3,270",R$169,R$50
3622,1,255,3,4,4,9,acept,furnished,"R$1,650","R$5,000",R$125,R$64
3623,1,49,1,1,1,10,not acept,not furnished,R$680,"R$2,300",R$200,R$30
3624,1,300,3,3,5,-,acept,not furnished,R$0,"R$5,000",R$584,R$76
3625,1,300,4,5,2,6,acept,furnished,"R$3,600","R$7,800",R$609,R$99
3626,1,38,2,1,0,5,acept,furnished,R$577,"R$3,200",R$50,R$41
3627,1,150,3,3,3,11,acept,not furnished,"R$2,270","R$6,000",R$754,R$77
3628,0,200,3,2,3,-,acept,not furnished,R$300,"R$2,550",R$600,R$39
3629,1,427,4,6,4,13,acept,not furnished,"R$3,440","R$10,000","R$1,350",R$127
3630,1,75,3,1,1,2,acept,furnished,R$770,"R$1,900",R$85,R$25
3631,1,150,3,3,2,-,acept,not furnished,Sem info,"R$3,300",R$135,R$50
3632,1,300,3,1,2,-,acept,not furnished,R$0,"R$4,500",R$292,R$68
3633,1,220,3,2,1,-,acept,not furnished,R$0,"R$5,000",R$500,R$76
3634,1,213,3,5,5,10,acept,not furnished,"R$3,800","R$6,200",Incluso,R$79
3635,1,320,4,6,4,4,acept,not furnished,"R$5,400","R$15,000",R$175,R$191
3636,1,84,3,2,1,3,not acept,furnished,R$741,"R$2,175",R$185,R$28
3637,1,75,2,1,0,-,not acept,furnished,R$450,"R$2,500",R$94,R$32
3638,1,57,2,1,0,4,acept,not furnished,R$318,"R$1,700",R$0,R$22
3639,1,16,1,1,0,1,not acept,not furnished,R$0,R$850,R$9,R$11
3640,0,72,2,2,1,7,acept,not furnished,R$480,R$850,R$9,R$11
3641,1,140,3,4,2,11,acept,furnished,"R$1,750","R$12,000",R$615,R$153
3642,0,80,2,2,1,8,acept,furnished,R$860,"R$2,000",R$34,R$26
3643,1,170,3,3,3,7,acept,not furnished,"R$2,450","R$3,000","R$1,015",R$39
3644,1,67,3,1,1,9,acept,not furnished,R$626,"R$1,550",R$110,R$20
3645,1,79,2,1,0,-,acept,not furnished,R$0,"R$2,100",R$218,R$27
3646,1,170,3,3,3,-,acept,not furnished,R$0,"R$3,500",R$209,R$53
3647,1,120,3,2,1,6,acept,not furnished,R$850,"R$3,200",R$120,R$41
3648,0,206,3,2,3,15,acept,not furnished,"R$1,900","R$3,910",R$417,R$50
3649,1,249,3,3,1,9,acept,furnished,"R$2,250","R$8,500",R$420,R$108
3650,1,120,4,4,2,5,acept,not furnished,"R$2,500","R$9,500",R$116,R$121
3651,0,260,3,4,4,-,acept,not furnished,R$900,"R$2,800",R$129,R$43
3652,0,120,2,1,0,3,acept,not furnished,R$830,"R$1,100",R$95,R$14
3653,1,400,4,6,4,-,acept,not furnished,R$0,"R$15,000","R$1,875",R$226
3654,1,165,3,1,3,-,acept,not furnished,R$0,"R$3,400",R$384,R$52
3655,1,55,2,1,1,6,not acept,not furnished,R$450,"R$1,800",R$111,R$23
3656,1,75,3,2,2,12,not acept,furnished,R$800,"R$2,236",R$64,R$29
3657,0,402,4,5,2,-,acept,furnished,R$450,"R$7,500",R$63,R$113
3658,0,58,2,1,1,2,acept,not furnished,R$332,"R$1,200",R$25,R$16
3659,1,50,1,1,0,-,not acept,not furnished,R$0,"R$1,220",R$0,R$19
3660,1,60,4,4,1,5,acept,not furnished,R$700,"R$2,120",R$100,R$27
3661,1,280,4,5,4,18,not acept,not furnished,"R$3,600","R$12,000",R$917,R$153
3662,1,214,4,4,3,5,acept,not furnished,"R$2,638","R$6,520","R$1,187",R$83
3663,1,110,3,1,0,-,acept,not furnished,R$0,"R$2,000",R$0,R$31
3664,1,35,1,2,1,3,not acept,furnished,R$830,"R$3,081",R$0,R$9
3665,1,320,3,3,8,-,acept,not furnished,R$0,"R$5,500",R$572,R$83
3666,1,50,1,1,0,1,acept,not furnished,R$50,R$750,R$25,R$10
3667,1,128,3,3,0,3,acept,furnished,"R$2,500","R$12,000",R$500,R$153
3668,1,70,2,1,1,1,acept,not furnished,R$300,"R$1,100",R$14,R$14
3669,1,277,3,2,1,11,acept,not furnished,"R$2,332","R$7,800",R$601,R$99
3670,1,200,4,4,3,9,acept,furnished,"R$2,800","R$5,000","R$1,211",R$64
3671,1,70,2,2,1,1,acept,not furnished,R$280,"R$1,000",R$138,R$13
3672,1,50,1,1,1,3,acept,not furnished,R$455,"R$1,900",R$0,R$25
3673,1,130,3,3,2,3,acept,not furnished,"R$1,140","R$4,000",R$292,R$51
3674,1,600,6,5,5,-,acept,furnished,R$0,"R$12,000","R$3,334",R$181
3675,1,135,3,3,0,1,not acept,not furnished,"R$1,400","R$3,810",R$167,R$49
3676,1,27,1,1,0,5,not acept,not furnished,"R$1,405","R$3,500",R$1,R$45
3677,1,197,3,1,2,-,acept,not furnished,R$0,"R$2,100",R$290,R$32
3678,1,400,10,5,8,-,acept,not furnished,R$0,"R$10,900","R$1,417",R$164
3679,0,92,3,2,3,1,acept,furnished,R$752,"R$2,525",R$0,R$32
3680,1,119,3,3,1,8,not acept,furnished,R$790,"R$3,750",R$135,R$48
3681,1,16,1,1,0,2,acept,not furnished,R$397,R$899,R$18,R$12
3682,1,45,2,1,1,8,acept,not furnished,R$450,"R$2,010",R$3,R$26
3683,1,57,2,1,1,5,acept,furnished,R$550,"R$2,450",R$63,R$32
3684,1,22,1,1,0,5,acept,not furnished,R$423,"R$1,600",R$0,R$21
3685,1,116,3,2,2,5,acept,not furnished,"R$1,884","R$3,800",R$518,R$49
3686,1,33,1,1,0,3,acept,not furnished,R$350,"R$1,650",R$0,R$21
3687,0,250,4,4,0,-,acept,not furnished,R$750,"R$3,825",R$369,R$58
3688,1,128,2,3,2,1,acept,not furnished,"R$1,500","R$7,500",R$334,R$96
3689,1,58,2,2,0,2,acept,not furnished,R$940,"R$1,250",R$107,R$16
3690,1,105,3,2,2,6,acept,not furnished,"R$1,002","R$2,583",R$35,R$33
3691,1,41,1,1,1,3,acept,furnished,R$534,"R$2,800",R$133,R$36
3692,1,90,3,1,1,1,acept,not furnished,"R$1,000","R$3,000",R$50,R$39
3693,1,100,3,3,2,2,not acept,not furnished,"R$1,300","R$2,300",R$363,R$30
3694,1,890,5,6,8,-,not acept,not furnished,R$0,"R$11,000","R$9,500",R$166
3695,1,180,3,4,3,5,acept,furnished,"R$2,800","R$9,000","R$1,125",R$115
3696,1,136,3,3,2,8,not acept,furnished,"R$1,535","R$9,900",R$482,R$126
3697,1,175,1,3,2,19,not acept,furnished,R$900,"R$4,142",R$0,R$53
3698,0,100,3,2,2,3,acept,not furnished,R$885,"R$1,200",R$80,R$16
3699,1,65,2,2,1,9,acept,not furnished,R$541,"R$1,550",R$117,R$20
3700,1,50,2,1,0,2,not acept,not furnished,"R$1,000","R$1,000",R$45,R$13
3701,1,105,3,3,1,5,acept,not furnished,R$980,"R$2,150",R$0,R$28
3702,1,108,3,3,2,3,acept,not furnished,"R$1,800","R$4,800",R$393,R$61
3703,1,55,1,1,0,1,not acept,not furnished,R$150,R$730,R$0,R$10
3704,1,46,2,1,1,5,acept,not furnished,R$500,"R$1,418",R$0,R$6
3705,1,71,3,4,0,-,acept,not furnished,R$0,"R$4,000",R$0,R$61
3706,1,93,3,2,2,10,acept,not furnished,"R$1,040","R$2,600",R$240,R$33
3707,1,60,2,2,1,11,acept,furnished,"R$1,680","R$6,000",R$200,R$77
3708,1,250,3,2,5,-,not acept,not furnished,R$0,"R$4,500","R$1,000",R$68
3709,1,150,3,3,2,3,acept,furnished,"R$2,100","R$2,000",R$584,R$26
3710,1,90,2,1,1,1,acept,not furnished,"R$1,000","R$3,000",R$50,R$39
3711,1,140,3,3,3,7,not acept,not furnished,"R$2,200","R$8,000",R$800,R$102
3712,0,68,2,1,0,-,acept,not furnished,R$0,"R$1,650",R$14,R$25
3713,1,530,4,5,6,-,acept,not furnished,R$0,"R$5,950","R$1,200",R$90
3714,1,141,4,3,2,3,acept,not furnished,"R$1,500","R$4,325",R$542,R$55
3715,1,44,2,1,0,3,acept,not furnished,R$490,"R$1,200",R$30,R$16
3716,1,50,2,1,1,1,not acept,not furnished,R$520,"R$1,439",Incluso,R$19
3717,1,216,3,5,0,14,not acept,furnished,"R$3,200","R$15,000","R$1,500",R$191
3718,1,60,2,2,1,1,acept,not furnished,R$862,"R$2,514",R$0,R$32
3719,1,20,1,1,0,-,acept,not furnished,R$20,"R$1,200",R$25,R$19
3720,1,250,3,4,0,1,acept,furnished,"R$2,000","R$10,000","R$1,667",R$127
3721,0,92,3,2,2,13,acept,furnished,R$720,"R$3,200",R$139,R$41
3722,1,90,2,1,1,-,not acept,not furnished,R$0,"R$2,250",R$0,R$34
3723,1,60,2,2,2,2,acept,not furnished,"R$2,340","R$3,570",R$284,R$46
3724,1,32,1,1,0,1,not acept,not furnished,R$26,"R$1,290",R$33,R$17
3725,1,50,1,1,1,-,acept,not furnished,Incluso,"R$2,592",R$0,R$24
3726,1,250,4,5,4,1,acept,not furnished,"R$4,200","R$12,000","R$1,667",R$153
3727,1,350,4,5,4,2,acept,furnished,"R$5,000","R$15,000",R$0,R$191
3728,0,73,3,2,2,6,not acept,not furnished,R$812,"R$1,500",R$204,R$20
3729,1,74,3,2,1,14,acept,not furnished,R$510,"R$1,980",R$8,R$26
3730,0,200,3,2,3,-,acept,not furnished,R$0,"R$2,000",R$153,R$31
3731,1,230,2,3,1,1,acept,furnished,"R$3,000","R$12,000",R$450,R$153
3732,1,200,3,2,5,-,acept,not furnished,R$0,"R$7,000",R$963,R$106
3733,1,40,2,1,0,16,not acept,not furnished,R$300,"R$1,644",R$0,R$21
3734,1,71,2,1,1,7,acept,not furnished,R$785,"R$2,559",R$0,R$32
3735,0,200,3,3,2,-,acept,not furnished,R$650,"R$2,210",R$184,R$34
3736,1,60,2,1,0,-,acept,not furnished,R$0,"R$1,700",R$245,R$26
3737,1,170,6,5,1,-,acept,not furnished,R$0,"R$3,468",R$0,R$53
3738,1,298,4,6,5,-,acept,furnished,R$0,"R$8,450",R$750,R$128
3739,1,75,3,2,1,8,not acept,not furnished,R$705,"R$1,900",R$70,R$25
3740,1,480,4,6,5,-,acept,not furnished,R$0,"R$15,000","R$1,572",R$226
3741,1,142,3,4,2,4,acept,not furnished,"R$1,100","R$4,500",R$375,R$58
3742,1,77,3,1,2,6,acept,not furnished,R$900,"R$3,400",R$191,R$44
3743,1,15,1,1,0,1,not acept,furnished,R$0,"R$1,550",R$0,R$20
3744,1,350,3,4,3,8,acept,furnished,"R$2,430","R$8,000","R$1,250",R$102
3745,1,35,1,1,0,-,not acept,not furnished,R$0,"R$1,100",R$84,R$17
3746,1,350,7,4,2,-,not acept,not furnished,R$0,"R$8,000","R$1,250",R$121
3747,1,60,2,2,2,6,acept,not furnished,R$700,"R$2,200",R$195,R$28
3748,1,125,3,2,1,9,acept,not furnished,"R$1,000","R$4,655",R$200,R$59
3749,1,68,2,2,2,8,acept,furnished,"R$1,030","R$3,419",R$236,R$44
3750,1,280,3,4,2,-,acept,not furnished,R$0,"R$7,000",R$584,R$106
3751,1,390,4,4,5,8,not acept,furnished,"R$8,500","R$8,600","R$3,917",R$109
3752,1,198,5,5,2,1,acept,not furnished,"R$1,500","R$3,801",R$554,R$49
3753,1,330,6,4,3,-,acept,not furnished,R$0,"R$13,000","R$1,156",R$196
3754,1,430,4,3,4,-,acept,not furnished,R$0,"R$8,500","R$1,427",R$128
3755,1,79,3,2,2,11,acept,not furnished,"R$1,200","R$2,600",R$314,R$33
3756,1,100,1,1,0,-,not acept,not furnished,Sem info,R$950,R$0,R$15
3757,1,130,2,1,0,-,acept,furnished,R$0,"R$4,450",R$584,R$67
3758,1,130,3,2,0,1,acept,furnished,R$550,"R$4,800",R$215,R$61
3759,1,80,2,2,1,-,acept,not furnished,R$0,"R$2,600",R$417,R$40
3760,1,45,2,1,0,-,not acept,not furnished,R$70,"R$1,450",R$43,R$22
3761,0,45,1,1,1,15,acept,not furnished,R$653,R$880,R$38,R$12
3762,1,180,4,4,2,10,acept,not furnished,"R$1,900","R$5,500",R$507,R$70
3763,0,84,3,1,1,3,acept,not furnished,R$950,"R$1,200",R$147,R$16
3764,1,225,4,5,4,22,acept,furnished,"R$2,000","R$9,000","R$1,192",R$115
3765,1,230,4,3,4,17,not acept,furnished,"R$2,217","R$6,000",R$745,R$77
3766,0,350,2,2,2,-,acept,not furnished,R$0,"R$4,300",R$150,R$65
3767,1,45,1,1,0,-,not acept,not furnished,Incluso,"R$1,200",R$0,R$19
3768,1,208,4,4,3,1,acept,furnished,"R$2,860","R$8,000","R$1,672",R$102
3769,1,48,2,1,1,12,not acept,not furnished,R$405,"R$2,050",R$104,R$26
3770,1,360,4,5,2,7,acept,not furnished,"R$2,600","R$15,000","R$1,167",R$191
3771,0,74,3,2,1,4,acept,not furnished,R$390,"R$1,000",R$24,R$13
3772,1,37,1,1,1,20,acept,not furnished,R$530,"R$3,700",R$59,R$47
3773,1,260,5,5,4,20,not acept,not furnished,"R$4,000","R$8,000","R$2,620",R$102
3774,1,60,2,1,0,2,acept,not furnished,R$200,"R$1,445",R$0,R$19
3775,1,50,2,1,0,1,acept,not furnished,R$54,"R$2,000",R$42,R$26
3776,1,220,3,4,4,10,acept,not furnished,"R$3,500","R$7,000","R$1,000",R$89
3777,1,375,4,4,3,-,acept,not furnished,R$0,"R$6,400",R$75,R$97
3778,1,55,2,1,1,19,acept,furnished,R$608,"R$2,100",R$84,R$27
3779,1,35,1,1,0,1,not acept,not furnished,R$250,"R$1,305",R$0,R$17
3780,1,80,1,1,0,-,not acept,not furnished,R$0,"R$2,000",R$200,R$26
3781,1,700,5,8,3,-,acept,not furnished,R$0,"R$12,000","R$1,000",R$181
3782,0,80,3,1,0,6,acept,not furnished,R$500,"R$1,000",R$30,R$13
3783,1,300,3,3,2,11,acept,furnished,"R$2,600","R$7,650",R$500,R$97
3784,0,420,5,3,3,-,not acept,not furnished,Sem info,"R$4,000",R$142,R$61
3785,1,190,3,4,4,5,acept,not furnished,"R$3,600","R$11,000","R$1,584",R$140
3786,1,300,4,5,4,9,acept,furnished,"R$4,300","R$7,000","R$1,417",R$89
3787,0,50,1,1,0,2,acept,not furnished,R$450,"R$1,080",R$15,R$14
3788,1,45,1,1,0,1,not acept,not furnished,Sem info,"R$1,100",R$0,R$17
3789,1,64,2,1,1,24,not acept,not furnished,R$592,"R$1,817",R$84,R$24
3790,1,140,3,4,3,8,acept,furnished,"R$1,250","R$9,500",R$775,R$121
3791,1,89,2,3,1,-,acept,furnished,R$360,"R$5,700",R$204,R$73
3792,1,50,2,2,1,-,not acept,not furnished,R$200,"R$2,175",R$234,R$33
3793,1,200,3,2,3,-,acept,not furnished,R$0,"R$3,950",R$800,R$60
3794,1,80,2,1,0,16,acept,not furnished,R$417,"R$1,863",R$0,R$8
3795,1,400,4,3,2,-,acept,not furnished,R$0,"R$8,000","R$1,417",R$121
3796,1,53,2,2,1,7,acept,not furnished,R$450,"R$2,350",R$0,R$30
3797,0,63,2,1,1,-,not acept,not furnished,R$352,"R$1,750",R$90,R$23
3798,1,200,2,3,1,2,not acept,furnished,"R$2,300","R$13,000",R$625,R$165
3799,1,50,2,1,1,7,not acept,furnished,R$465,"R$1,357",R$0,R$6
3800,1,260,4,4,3,13,acept,not furnished,"R$4,070","R$15,000","R$1,500",R$191
3801,0,78,2,1,1,8,acept,not furnished,R$605,"R$1,468",R$106,R$19
3802,1,368,4,5,4,1,acept,not furnished,"R$4,210","R$5,000","R$2,661",R$64
3803,1,32,1,1,1,14,not acept,furnished,"R$2,000","R$1,700",R$125,R$22
3804,1,83,3,2,2,11,acept,not furnished,R$888,"R$7,521",R$221,R$96
3805,1,140,3,3,2,-,acept,not furnished,R$0,"R$3,800",R$200,R$58
3806,1,155,4,5,3,14,not acept,not furnished,"R$1,850","R$6,000",R$625,R$77
3807,1,102,2,1,0,3,acept,not furnished,R$538,"R$2,000",R$109,R$26
3808,0,120,3,3,3,8,not acept,not furnished,R$700,"R$2,700",R$167,R$35
3809,1,103,3,2,1,-,acept,not furnished,Incluso,"R$4,200",R$250,R$64
3810,0,230,3,3,3,6,acept,not furnished,"R$3,200","R$4,500",R$534,R$58
3811,1,340,4,3,8,-,acept,not furnished,R$0,"R$13,000","R$1,167",R$196
3812,0,480,3,6,4,-,acept,not furnished,R$700,"R$5,400",R$584,R$82
3813,1,400,5,5,5,-,acept,not furnished,R$0,"R$6,400","R$2,500",R$97
3814,0,58,2,1,1,3,acept,not furnished,R$289,R$950,R$11,R$13
3815,1,92,2,1,1,16,acept,not furnished,"R$1,760","R$6,000",R$400,R$77
3816,0,151,2,2,1,8,acept,furnished,R$900,"R$2,000",R$262,R$26
3817,1,42,1,1,1,7,not acept,furnished,R$743,"R$2,800",R$209,R$36
3818,1,170,3,2,2,-,acept,not furnished,R$0,"R$4,200",R$309,R$64
3819,1,180,4,3,2,11,acept,furnished,"R$1,880","R$9,000",R$460,R$115
3820,1,23,1,1,0,23,acept,not furnished,R$399,"R$2,100",R$42,R$27
3821,1,285,4,4,4,17,acept,not furnished,"R$3,100","R$15,000",R$973,R$191
3822,1,277,3,3,0,11,acept,not furnished,"R$2,332","R$8,500",R$550,R$108
3823,1,214,3,2,5,4,acept,not furnished,"R$4,226","R$14,000","R$2,469",R$178
3824,1,230,3,4,1,8,acept,furnished,"R$2,500","R$6,750",R$584,R$86
3825,1,200,4,4,2,9,acept,furnished,"R$3,700","R$7,000",R$850,R$89
3826,1,20,1,1,0,-,acept,furnished,R$0,"R$2,460",R$300,R$37
3827,1,28,1,1,0,1,not acept,furnished,Incluso,"R$1,750",R$0,R$23
3828,1,90,2,2,0,-,acept,not furnished,R$0,"R$1,750",R$0,R$27
3829,1,112,3,2,3,3,acept,not furnished,"R$1,251","R$2,500",R$332,R$32
3830,1,224,4,5,2,-,acept,not furnished,R$0,"R$3,800",R$731,R$58
3831,1,214,4,6,4,4,acept,furnished,"R$2,000","R$11,000",R$780,R$140
3832,1,42,1,1,0,3,acept,furnished,R$949,"R$2,456",R$0,R$9
3833,1,80,2,1,0,-,not acept,not furnished,R$0,"R$1,400",R$100,R$22
3834,1,160,3,3,2,-,acept,not furnished,R$0,"R$2,500",R$192,R$38
3835,1,34,1,1,0,9,acept,not furnished,R$310,"R$4,600",R$55,R$59
3836,0,189,3,3,3,19,acept,not furnished,"R$1,000","R$9,800",R$506,R$125
3837,1,30,1,1,0,4,acept,furnished,R$350,"R$3,200",R$0,R$41
3838,1,311,4,5,6,4,acept,furnished,"R$5,083","R$14,000","R$3,461",R$178
3839,1,92,3,1,0,1,not acept,furnished,R$150,"R$1,700",R$13,R$22
3840,1,48,2,1,1,3,acept,not furnished,R$328,"R$1,550",R$54,R$20
3841,1,192,3,1,0,-,not acept,not furnished,R$0,"R$1,600",R$125,R$25
3842,0,145,4,3,2,8,acept,not furnished,"R$1,800","R$5,700",R$292,R$73
3843,1,33,1,1,1,18,not acept,furnished,"R$1,500","R$3,500",R$0,R$45
3844,1,16,1,1,0,1,not acept,not furnished,R$0,R$850,R$59,R$11
3845,1,80,2,2,1,8,acept,furnished,"R$1,100","R$3,452",R$190,R$44
3846,0,60,2,1,1,3,acept,not furnished,R$505,R$450,R$48,R$6
3847,1,79,3,2,2,3,acept,not furnished,R$995,"R$2,200",R$146,R$28
3848,1,193,2,4,4,7,acept,not furnished,"R$1,948","R$13,000","R$1,323",R$165
3849,1,300,3,3,5,-,acept,not furnished,R$0,"R$5,400",R$834,R$82
3850,1,90,3,1,1,2,acept,not furnished,"R$1,000","R$3,000",R$50,R$39
3851,1,55,2,2,1,2,acept,furnished,R$100,"R$1,200",R$39,R$16
3852,1,130,4,4,3,2,acept,not furnished,"R$1,160","R$3,000",R$459,R$39
3853,0,67,3,1,1,1,not acept,not furnished,R$351,R$900,R$40,R$12
3854,0,70,1,2,1,6,acept,furnished,"R$1,500","R$2,500",R$0,R$32
3855,1,105,3,3,2,4,not acept,not furnished,"R$1,380","R$2,720",R$417,R$35
3856,1,400,3,5,5,-,acept,not furnished,R$0,"R$12,500",R$0,R$188
3857,1,44,1,1,0,6,acept,not furnished,R$660,"R$2,800",R$110,R$36
3858,1,50,1,1,1,10,not acept,furnished,"R$1,436","R$7,800",R$359,R$99
3859,1,70,1,1,0,-,acept,not furnished,R$0,"R$1,200",R$34,R$19
3860,1,174,3,1,2,-,acept,not furnished,R$0,"R$3,600",R$284,R$55
3861,1,84,3,2,2,7,acept,furnished,R$540,"R$2,200",R$71,R$28
3862,1,100,2,1,1,11,acept,not furnished,"R$1,173","R$4,000",R$120,R$51
3863,1,250,4,3,3,-,acept,not furnished,R$0,"R$4,350",R$250,R$66
3864,1,48,1,1,1,2,not acept,not furnished,R$867,"R$2,300",R$133,R$30
3865,1,64,2,1,1,16,not acept,not furnished,R$592,"R$1,727",R$84,R$22
3866,1,104,3,3,2,8,not acept,not furnished,"R$1,400","R$4,000",R$350,R$51
3867,1,347,4,5,4,5,acept,furnished,"R$3,500","R$12,000","R$1,500",R$153
3868,1,66,2,2,1,4,not acept,not furnished,"R$1,100","R$1,868",R$125,R$24
3869,1,100,2,3,2,9,acept,not furnished,Incluso,"R$12,960",R$0,R$165
3870,1,67,2,2,1,9,acept,not furnished,R$730,"R$1,970",R$205,R$25
3871,1,120,3,3,2,-,acept,not furnished,R$0,"R$2,900",R$375,R$44
3872,0,45,1,1,0,4,acept,not furnished,R$290,R$700,R$0,R$3
3873,1,40,1,1,0,-,not acept,furnished,R$0,R$860,R$59,R$13
3874,1,127,3,4,2,6,not acept,furnished,"R$1,227","R$3,500",R$250,R$45
3875,0,54,2,1,1,3,acept,not furnished,R$286,"R$1,099",R$23,R$14
3876,0,78,3,2,2,3,acept,furnished,R$755,"R$2,150",R$37,R$28
3877,1,524,4,5,3,-,acept,furnished,R$0,"R$11,050","R$1,167",R$167
3878,1,25,1,1,0,2,not acept,furnished,R$0,"R$1,750",R$0,R$23
3879,1,150,3,3,1,9,acept,not furnished,"R$1,700","R$13,000",R$305,R$165
3880,1,163,3,4,3,13,acept,furnished,"R$2,900","R$3,000",R$822,R$39
3881,0,380,3,3,5,-,acept,not furnished,"R$1,300","R$6,500",R$413,R$98
3882,1,55,1,2,0,1,acept,not furnished,R$0,"R$1,400",R$0,R$18
3883,1,162,2,2,1,12,acept,furnished,"R$1,420","R$5,000",R$0,R$64
3884,0,53,2,1,1,1,acept,not furnished,R$310,R$510,R$16,R$7
3885,1,330,4,2,5,-,acept,not furnished,R$0,"R$1,870",R$400,R$29
3886,1,33,1,1,1,5,acept,furnished,R$613,"R$3,700",R$109,R$47
3887,1,80,4,2,1,-,acept,not furnished,R$0,"R$2,700",R$0,R$41
3888,1,400,3,4,5,-,acept,furnished,R$0,"R$9,500","R$1,875",R$143
3889,1,116,3,4,2,4,acept,not furnished,"R$1,036","R$8,000",R$584,R$102
3890,1,140,3,4,3,18,acept,not furnished,"R$1,100","R$4,000",R$489,R$51
3891,1,210,4,4,3,-,acept,furnished,R$0,"R$4,700",R$375,R$71
3892,1,52,2,1,0,4,acept,not furnished,R$0,"R$1,340",R$0,R$17
3893,1,25,1,1,1,4,not acept,furnished,"R$1,449","R$3,070",R$700,R$39
3894,1,450,8,5,5,-,acept,not furnished,Incluso,"R$8,000","R$1,000",R$121
3895,1,44,1,1,0,4,not acept,not furnished,R$410,"R$1,450",R$0,R$19
3896,1,50,1,1,0,-,acept,not furnished,R$0,R$700,R$45,R$11
3897,1,56,2,2,1,7,acept,not furnished,R$790,"R$3,100",R$100,R$40
3898,0,119,2,2,0,10,acept,furnished,"R$1,350","R$5,150",R$135,R$66
3899,1,100,3,2,2,10,acept,not furnished,R$885,"R$3,500",R$221,R$45
3900,0,200,3,5,4,-,acept,furnished,R$603,"R$5,500",R$179,R$83
3901,1,102,3,2,1,10,acept,not furnished,R$950,"R$3,315",R$75,R$42
3902,1,65,2,2,2,4,acept,not furnished,"R$1,000","R$5,000",R$110,R$64
3903,1,213,4,5,4,18,acept,not furnished,"R$3,900","R$9,900","R$1,084",R$126
3904,1,210,3,5,5,20,acept,furnished,"R$2,000","R$8,000","R$1,146",R$102
3905,1,74,2,2,2,8,not acept,not furnished,R$870,"R$3,300",R$270,R$42
3906,1,178,4,5,4,27,acept,not furnished,"R$1,500","R$9,800",R$96,R$125
3907,1,90,2,1,1,1,acept,not furnished,"R$1,000","R$3,000",R$50,R$39
3908,1,200,3,3,2,8,acept,not furnished,"R$2,500","R$12,000",R$834,R$153
3909,0,70,3,1,1,11,acept,furnished,R$450,"R$1,450",R$62,R$19
3910,0,53,2,2,1,-,acept,furnished,R$443,"R$1,900",R$54,R$25
3911,0,68,3,1,1,2,acept,not furnished,R$555,"R$1,100",R$50,R$14
3912,1,60,2,1,1,6,acept,not furnished,R$660,"R$2,800",R$98,R$36
3913,1,62,2,1,1,3,acept,not furnished,R$610,"R$1,250",R$50,R$16
3914,0,37,1,1,1,2,acept,not furnished,R$478,R$555,R$0,R$8
3915,0,50,1,1,1,14,acept,furnished,R$735,"R$1,300",R$184,R$17
3916,1,45,1,1,2,7,acept,not furnished,R$695,"R$1,700",R$170,R$22
