ID,city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rentAmount,propertyTax,fireInsurance
1708,1,380,4,4,3,1,acept,not furnished,"R$2,300","R$8,000","R$2,180",R$102
1709,1,54,2,2,1,16,acept,not furnished,R$665,"R$2,200",R$117,R$28
1710,1,67,2,2,1,1,not acept,furnished,R$580,"R$3,500",R$60,R$45
1711,1,330,2,4,3,-,acept,not furnished,R$0,"R$6,000","R$2,000",R$91
1712,1,117,4,5,4,10,not acept,not furnished,"R$1,523","R$3,175",R$711,R$41
1713,0,200,3,3,5,-,acept,not furnished,R$0,"R$2,650",R$220,R$40
1714,1,305,2,3,0,10,acept,not furnished,"R$3,500","R$5,000",R$667,R$64
1715,1,53,2,2,2,5,acept,not furnished,R$757,"R$2,495",R$166,R$11
1716,0,170,4,3,2,-,acept,not furnished,R$0,"R$1,750",R$109,R$27
1717,1,50,1,1,1,13,acept,not furnished,R$500,"R$1,800",R$0,R$23
1718,1,250,4,2,3,2,not acept,furnished,"R$3,000","R$15,000",R$100,R$191
1719,1,164,3,2,1,15,acept,furnished,"R$1,229","R$3,700",R$198,R$47
1720,1,90,2,1,1,-,acept,not furnished,Incluso,"R$2,500",R$219,R$38
1721,0,115,3,3,1,5,acept,not furnished,"R$1,035","R$1,900",R$30,R$25
1722,1,206,3,3,1,11,acept,furnished,"R$2,914","R$7,400",R$586,R$94
1723,1,50,2,2,1,10,acept,not furnished,R$380,"R$1,900",R$0,R$25
1724,0,49,2,1,1,1,acept,not furnished,R$263,"R$1,000",R$38,R$13
1725,1,30,1,1,0,5,acept,not furnished,R$330,"R$1,210",R$21,R$16
1726,1,130,3,1,1,-,acept,not furnished,R$0,"R$5,600",Incluso,R$85
1727,1,360,4,9,8,-,acept,not furnished,R$0,"R$8,540","R$1,329",R$129
1728,1,54,2,1,1,1,acept,not furnished,R$670,"R$1,932",R$73,R$8
1729,0,252,3,3,4,-,acept,not furnished,R$0,"R$3,300",R$259,R$50
1730,0,130,3,2,0,-,acept,not furnished,R$0,"R$1,400",R$10,R$22
1731,0,400,4,4,3,-,acept,not furnished,"R$1,200","R$8,700",R$458,R$131
1732,1,27,1,1,0,2,not acept,not furnished,R$50,R$895,R$41,R$12
1733,1,45,1,1,1,8,not acept,not furnished,R$589,"R$2,349",R$0,R$8
1734,1,260,4,4,2,5,acept,furnished,"R$2,570","R$4,400",R$584,R$56
1735,1,74,2,3,2,24,acept,not furnished,R$450,"R$3,200",R$40,R$41
1736,1,59,2,2,0,5,not acept,not furnished,R$754,"R$2,040",R$25,R$26
1737,1,51,2,1,1,4,acept,not furnished,R$455,"R$2,500",R$23,R$32
1738,1,346,4,4,4,6,acept,not furnished,"R$2,200","R$4,080","R$2,704",R$52
1739,1,30,1,1,0,-,not acept,not furnished,Sem info,"R$1,200",R$0,R$19
1740,1,58,2,1,1,1,acept,not furnished,R$710,"R$1,397",R$3,R$18
1741,0,65,2,1,1,1,acept,furnished,R$459,"R$1,850",R$49,R$24
1742,1,110,2,3,2,2,acept,not furnished,"R$1,276","R$6,500",R$517,R$83
1743,1,600,5,7,8,-,acept,furnished,R$0,"R$9,000","R$1,875",R$136
1744,1,35,1,1,0,1,acept,not furnished,R$1,"R$1,950",R$0,R$25
1745,1,65,3,1,0,13,not acept,not furnished,R$510,"R$1,880",R$30,R$24
1746,1,83,2,1,1,6,not acept,not furnished,R$550,"R$1,600",R$125,R$21
1747,1,100,3,2,0,3,not acept,not furnished,R$800,"R$2,000",R$250,R$26
1748,1,90,2,2,1,3,acept,not furnished,"R$1,000","R$3,000",R$50,R$39
1749,1,65,1,1,1,14,not acept,furnished,"R$2,400","R$3,500",R$1,R$45
1750,1,135,3,2,2,3,acept,not furnished,"R$1,650","R$2,300",R$775,R$30
1751,1,90,2,2,2,-,acept,not furnished,R$0,"R$1,800",R$0,R$28
1752,1,58,2,1,1,8,acept,not furnished,R$650,"R$1,500",R$5,R$20
1753,1,34,2,1,0,10,acept,not furnished,R$300,"R$2,200",R$15,R$28
1754,1,350,3,5,3,-,acept,not furnished,R$0,"R$12,000","R$1,250",R$181
1755,1,45,1,1,1,18,not acept,furnished,"R$2,200","R$4,500",R$334,R$58
1756,1,120,3,2,1,1,not acept,not furnished,R$870,"R$2,500",R$160,R$32
1757,0,45,1,1,1,4,not acept,not furnished,R$417,R$850,R$140,R$11
1758,1,26,1,1,0,-,not acept,not furnished,R$0,R$900,R$10,R$12
1759,1,137,4,1,1,4,not acept,furnished,R$435,"R$3,000",R$5,R$22
1760,1,200,2,2,1,-,acept,not furnished,R$0,"R$2,000",R$1,R$31
1761,1,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23
1762,1,163,3,3,3,8,acept,furnished,"R$1,532","R$2,550",R$417,R$33
1763,1,32,1,1,1,8,not acept,not furnished,R$597,"R$2,088",R$0,R$7
1764,1,45,1,1,1,7,acept,not furnished,R$695,"R$1,700",R$170,R$22
1765,1,147,3,2,0,9,not acept,furnished,"R$1,500","R$4,250",R$0,R$54
1766,1,260,3,2,1,-,not acept,not furnished,R$0,"R$3,000",R$334,R$46
1767,1,36,1,1,1,8,acept,furnished,R$600,"R$3,400",R$80,R$44
1768,1,20,1,1,0,3,acept,furnished,R$602,"R$1,800",R$130,R$23
1769,1,112,1,2,2,7,acept,furnished,R$0,"R$8,389",R$0,R$107
1770,1,35,1,1,0,9,acept,furnished,R$450,"R$1,300",R$40,R$17
1771,1,280,3,4,2,-,acept,not furnished,R$0,"R$2,590",R$310,R$39
1772,1,137,2,2,1,-,not acept,not furnished,R$0,"R$4,600",R$410,R$70
1773,1,120,3,3,1,4,acept,not furnished,"R$1,015","R$3,070",R$0,R$39
1774,1,62,3,1,1,7,not acept,not furnished,R$400,"R$1,600",R$25,R$21
1775,1,70,2,2,0,-,acept,not furnished,R$0,"R$1,980",R$0,R$30
1776,1,78,3,2,2,10,acept,not furnished,R$650,"R$2,400",R$117,R$31
1777,1,39,1,1,1,24,not acept,furnished,R$600,"R$4,200",R$125,R$54
1778,0,90,3,3,2,4,acept,not furnished,R$740,"R$1,350",R$78,R$18
1779,1,121,2,3,1,20,acept,not furnished,R$825,"R$2,560",R$170,R$33
1780,1,97,3,3,2,7,acept,not furnished,"R$1,058","R$2,500",R$275,R$32
1781,1,130,2,2,2,-,acept,not furnished,R$0,"R$3,500",R$448,R$53
1782,0,46,2,1,1,4,acept,not furnished,R$250,"R$1,250",R$0,R$16
1783,1,93,2,2,2,2,acept,furnished,"R$1,166","R$5,500",R$325,R$70
1784,1,70,2,2,0,1,acept,not furnished,R$280,"R$1,000",R$138,R$13
1785,1,100,2,1,1,-,acept,not furnished,R$0,"R$1,900",R$84,R$29
1786,1,64,1,2,1,3,acept,not furnished,R$763,"R$2,603",R$101,R$16
1787,1,84,2,2,0,12,acept,not furnished,R$747,"R$1,500",R$0,R$20
1788,1,146,3,5,3,17,not acept,furnished,"R$1,400","R$9,000",R$0,R$115
1789,1,110,3,2,1,1,acept,not furnished,"R$1,000","R$5,500",R$25,R$70
1790,1,80,1,2,1,10,acept,furnished,"R$1,000","R$4,000",R$109,R$51
1791,1,280,3,4,4,4,acept,not furnished,"R$5,000","R$15,000","R$1,500",R$191
1792,1,180,4,3,2,5,acept,not furnished,"R$2,650","R$5,500",R$667,R$70
1793,1,20,1,1,0,2,not acept,furnished,R$150,"R$3,142",R$67,R$40
1794,1,70,3,1,1,9,acept,not furnished,"R$1,000","R$2,500",R$0,R$32
1795,1,54,1,1,1,13,not acept,not furnished,"R$1,484","R$4,130",R$250,R$53
1796,1,469,4,5,4,12,acept,not furnished,"R$5,706","R$15,000","R$2,260",R$191
1797,0,240,3,4,4,1,acept,not furnished,"R$2,800","R$7,000",R$0,R$89
1798,1,141,3,2,2,11,acept,not furnished,"R$2,200","R$6,900",R$450,R$88
1799,1,70,2,1,0,1,acept,not furnished,R$0,"R$1,600",R$0,R$21
1800,1,58,1,2,1,14,acept,furnished,R$920,"R$5,800",R$200,R$74
1801,1,160,3,2,2,2,acept,not furnished,"R$1,700","R$3,599",R$490,R$46
1802,0,348,3,3,3,-,acept,not furnished,R$0,"R$6,000",R$350,R$91
1803,1,68,2,1,1,1,acept,not furnished,"R$1,064","R$1,200",R$0,R$16
1804,0,58,2,2,2,8,not acept,furnished,R$347,"R$3,500",R$0,R$45
1805,1,138,2,3,2,9,acept,furnished,"R$2,082","R$2,180",R$606,R$28
1806,1,55,1,1,1,11,not acept,not furnished,R$696,"R$2,200",R$148,R$28
1807,0,170,3,2,2,-,acept,not furnished,Incluso,"R$2,300",R$98,R$35
1808,1,400,3,7,4,-,acept,not furnished,"R$3,000","R$20,000",R$84,R$254
1809,0,188,5,4,0,-,acept,not furnished,R$0,"R$4,000",R$178,R$61
1810,1,240,3,4,2,-,acept,not furnished,R$1,"R$8,200",R$625,R$124
1811,1,23,1,1,0,23,acept,not furnished,R$392,"R$2,100",R$41,R$27
1812,1,48,1,2,1,2,acept,furnished,R$750,"R$3,857",R$0,R$13
1813,0,380,3,5,4,-,acept,not furnished,R$0,"R$3,800",R$459,R$58
1814,1,58,2,2,1,12,not acept,furnished,R$928,"R$4,000",R$256,R$51
1815,1,200,2,1,1,-,acept,not furnished,R$0,"R$2,450",R$200,R$37
1816,1,70,2,1,1,7,acept,furnished,"R$2,065","R$3,300",R$211,R$42
1817,1,126,2,2,1,-,acept,not furnished,R$0,"R$2,500",R$0,R$38
1818,1,218,3,4,2,6,not acept,not furnished,"R$1,800","R$7,800",R$334,R$99
1819,0,190,4,4,2,14,acept,not furnished,R$900,"R$3,200",R$192,R$15
1820,0,64,1,2,1,11,not acept,not furnished,R$930,"R$1,540",R$68,R$20
1821,1,420,4,4,4,7,acept,not furnished,"R$6,000","R$12,000","R$2,000",R$153
1822,1,42,1,1,0,6,acept,furnished,R$345,"R$1,800",R$0,R$23
1823,0,284,4,3,4,-,acept,furnished,"R$1,500","R$6,000",R$405,R$91
1824,1,108,3,2,2,2,acept,not furnished,R$980,"R$2,200",R$195,R$28
1825,1,95,2,1,1,-,acept,not furnished,R$0,"R$2,900",R$0,R$44
1826,1,217,2,3,3,5,acept,furnished,"R$2,500","R$6,000","R$1,000",R$77
1827,1,190,3,3,2,10,not acept,not furnished,"R$2,800","R$9,000",R$888,R$115
1828,0,150,2,2,1,-,acept,not furnished,R$0,"R$1,060",R$167,R$16
1829,1,75,1,2,0,4,acept,not furnished,R$260,"R$2,100",R$0,R$27
1830,1,40,1,1,0,-,not acept,not furnished,R$0,R$780,R$17,R$12
1831,1,110,2,1,1,2,acept,not furnished,"R$1,200","R$3,000",R$137,R$39
1832,1,139,4,5,2,6,not acept,not furnished,"R$1,500","R$10,000",R$584,R$127
1833,1,30,1,1,0,12,acept,furnished,R$350,"R$3,400",R$0,R$44
1834,1,58,2,1,1,9,acept,not furnished,R$397,"R$1,800",R$0,R$23
1835,1,150,3,4,2,-,acept,not furnished,R$125,"R$2,750",R$159,R$42
1836,1,131,4,4,3,1,not acept,furnished,"R$2,100","R$6,000",R$798,R$77
1837,1,18,1,1,0,-,acept,not furnished,R$0,"R$1,720",R$0,R$22
1838,1,80,2,1,1,6,acept,not furnished,R$400,"R$1,500",R$0,R$20
1839,1,144,3,4,3,4,acept,furnished,R$856,"R$7,200",R$589,R$92
1840,1,85,2,1,0,4,acept,not furnished,R$510,"R$1,617",R$67,R$21
1841,1,76,2,2,1,2,acept,not furnished,R$900,"R$3,410",R$272,R$44
1842,1,370,5,3,4,-,acept,not furnished,R$0,"R$8,500",R$492,R$128
1843,0,100,2,1,0,16,acept,not furnished,R$550,R$900,R$61,R$12
1844,1,260,3,5,0,-,acept,not furnished,R$0,"R$9,000",R$634,R$136
1845,1,220,3,4,2,-,acept,not furnished,R$400,"R$15,000",R$834,R$226
1846,1,273,3,3,1,5,acept,not furnished,"R$1,880","R$5,000",R$778,R$64
1847,1,107,3,2,1,12,not acept,not furnished,"R$1,040","R$5,800",R$386,R$74
1848,1,34,2,1,0,10,acept,not furnished,R$300,"R$2,200",R$15,R$28
1849,1,80,2,1,0,-,acept,furnished,R$0,"R$4,892",R$0,R$74
1850,1,550,4,5,0,1,acept,not furnished,"R$2,700","R$8,800",R$0,R$112
1851,1,60,3,3,2,-,acept,not furnished,R$0,"R$2,700",R$273,R$41
1852,1,45,2,1,1,24,acept,not furnished,R$545,"R$1,850",R$104,R$24
1853,1,170,4,2,3,-,acept,not furnished,R$0,"R$2,550",R$0,R$39
1854,1,200,3,4,3,18,acept,furnished,"R$2,350","R$6,200","R$1,084",R$79
1855,0,70,2,1,1,15,not acept,furnished,R$350,"R$2,250",R$78,R$29
1856,1,77,2,2,1,5,acept,not furnished,R$998,"R$1,950",R$213,R$25
1857,1,270,4,4,4,11,acept,furnished,"R$2,800","R$15,000",R$100,R$191
1858,1,339,4,5,4,13,acept,furnished,"R$2,800","R$15,000","R$1,440",R$191
1859,1,50,1,1,0,-,acept,not furnished,R$0,"R$1,100",R$0,R$17
1860,1,104,2,2,0,3,acept,furnished,R$756,"R$2,200",R$0,R$28
1861,1,68,2,2,1,19,not acept,furnished,R$710,"R$6,700",R$225,R$85
1862,1,240,4,4,3,4,acept,not furnished,"R$8,000","R$2,000","R$2,000",R$26
1863,1,45,1,1,1,14,not acept,furnished,"R$2,200","R$2,300",R$167,R$30
1864,1,189,4,3,3,3,acept,not furnished,"R$3,434","R$4,500","R$1,334",R$58
1865,1,43,1,1,0,6,acept,not furnished,R$219,"R$1,472",R$42,R$6
1866,1,35,1,1,1,1,acept,not furnished,R$0,"R$1,010",R$30,R$13
1867,1,200,3,3,2,-,acept,not furnished,R$0,"R$8,000",R$292,R$121
1868,1,250,3,5,8,-,acept,furnished,R$0,"R$6,000",R$7,R$91
1869,1,400,4,6,3,-,acept,not furnished,R$0,"R$7,225",R$163,R$109
1870,1,45,1,1,1,1,not acept,furnished,"R$3,000","R$5,520",R$0,R$70
1871,1,22,1,1,1,25,acept,not furnished,R$471,"R$2,200",R$55,R$28
1872,1,180,3,3,2,4,acept,not furnished,"R$2,100","R$8,000",R$413,R$102
1873,1,486,4,6,5,8,not acept,not furnished,"R$4,614","R$4,861","R$3,772",R$62
1874,1,72,3,2,2,7,acept,not furnished,R$720,"R$2,312",R$0,R$8
1875,1,830,2,2,2,-,acept,not furnished,R$0,"R$2,001",R$159,R$31
1876,1,52,1,1,1,1,acept,furnished,R$410,"R$4,667",R$64,R$60
1877,1,90,1,1,0,11,not acept,not furnished,R$300,"R$2,066",R$0,R$27
1878,0,165,3,2,1,1,acept,not furnished,"R$1,100","R$1,800",R$294,R$23
1879,1,71,2,2,1,4,acept,not furnished,R$730,"R$1,250",R$35,R$16
1880,1,65,2,2,2,6,acept,not furnished,R$717,"R$2,000",R$0,R$26
1881,0,260,3,5,5,-,acept,not furnished,"R$1,700","R$7,600",R$584,R$115
1882,1,140,2,1,0,8,acept,not furnished,"R$1,300","R$4,500",R$0,R$58
1883,1,200,3,2,3,14,acept,furnished,"R$3,000","R$8,000",R$667,R$102
1884,1,204,3,2,2,2,acept,not furnished,"R$3,550","R$7,000",R$764,R$89
1885,1,96,3,1,2,1,acept,not furnished,R$600,"R$1,847",R$15,R$24
1886,1,136,3,4,3,4,not acept,not furnished,"R$1,546","R$3,500",R$350,R$45
1887,1,156,3,2,1,-,acept,not furnished,Sem info,"R$6,400",R$59,R$97
1888,0,98,1,1,1,5,acept,not furnished,R$730,"R$2,800",R$152,R$36
1889,1,150,3,3,3,-,acept,not furnished,R$100,"R$4,600",R$234,R$70
1890,1,200,3,3,5,-,acept,not furnished,R$0,"R$14,000",R$834,R$211
1891,1,31,2,1,0,2,acept,not furnished,R$0,"R$1,040",R$0,R$14
1892,1,136,3,2,2,13,acept,furnished,"R$1,259","R$15,000",R$374,R$191
1893,1,440,4,4,4,11,acept,furnished,"R$4,985","R$10,200","R$2,849",R$130
1894,1,110,3,3,1,9,not acept,not furnished,"R$1,000","R$3,000",R$84,R$39
1895,1,347,5,5,4,-,acept,not furnished,R$0,"R$7,000",R$500,R$106
1896,1,98,3,2,1,5,acept,furnished,"R$1,520","R$2,400",R$0,R$31
1897,1,600,3,3,3,9,acept,not furnished,"R$6,826","R$15,000","R$2,860",R$191
1898,1,53,2,2,1,10,not acept,furnished,R$579,"R$3,000",R$89,R$39
1899,0,58,1,2,2,2,acept,not furnished,R$630,"R$1,450",R$67,R$19
1900,1,162,2,2,3,6,acept,furnished,"R$1,500","R$15,000",R$609,R$191
1901,1,50,1,1,1,20,not acept,furnished,R$781,"R$5,300",R$212,R$68
1902,1,230,5,3,2,-,acept,furnished,R$0,"R$3,491",R$291,R$53
1903,1,93,3,4,2,6,acept,furnished,"R$1,000","R$2,800",R$257,R$36
1904,1,93,1,3,1,4,not acept,not furnished,"R$1,040","R$3,500",R$33,R$45
1905,1,20,1,1,0,6,acept,furnished,R$602,"R$1,800",R$130,R$23
1906,1,150,3,2,0,-,acept,not furnished,R$0,"R$2,500",R$150,R$38
1907,1,182,3,5,3,10,acept,not furnished,"R$3,600","R$4,900",R$875,R$63
1908,1,48,1,1,1,2,acept,not furnished,R$625,"R$1,797",Incluso,R$18
1909,1,98,3,2,2,10,acept,not furnished,R$900,"R$4,500",R$0,R$58
1910,1,197,3,4,1,10,acept,not furnished,"R$2,665","R$4,500",R$459,R$58
1911,1,114,4,4,2,6,acept,not furnished,"R$1,115","R$2,790",R$321,R$36
1912,1,70,2,1,0,1,acept,not furnished,R$300,"R$1,300",R$53,R$17
1913,1,240,5,2,3,-,not acept,not furnished,R$0,"R$6,500",R$290,R$98
1914,1,55,1,1,0,1,acept,not furnished,R$0,"R$1,100",R$0,R$8
1915,1,90,3,3,1,-,acept,not furnished,R$0,"R$2,600",R$11,R$40
1916,1,106,3,2,1,14,acept,furnished,"R$1,030","R$10,000",R$145,R$127
1917,1,250,3,4,2,1,not acept,not furnished,"R$2,400","R$7,000",R$42,R$89
1918,1,168,3,2,4,-,not acept,not furnished,R$600,"R$3,500",R$317,R$53
1919,1,150,3,2,1,8,acept,not furnished,"R$1,172","R$4,800",R$0,R$61
1920,1,350,3,3,3,-,not acept,not furnished,R$0,"R$10,000","R$1,292",R$151
1921,1,23,1,1,1,12,acept,furnished,R$600,"R$2,800",R$99,R$36
1922,1,290,4,4,2,6,acept,furnished,"R$3,200","R$7,800",R$584,R$99
1923,1,160,4,3,0,1,acept,furnished,"R$1,172","R$2,300",R$59,R$30
1924,1,12,1,1,0,-,not acept,not furnished,R$0,"R$1,050",R$50,R$14
1925,1,280,3,4,2,-,acept,furnished,"R$8,000","R$8,000",R$667,R$121
1926,1,107,3,3,2,3,acept,not furnished,"R$1,600","R$4,500",R$417,R$58
1927,1,25,1,1,0,-,not acept,furnished,R$0,"R$1,750",R$0,R$23
1928,1,37,1,1,0,1,acept,not furnished,R$0,"R$1,400",R$0,R$18
1929,1,157,4,3,2,-,acept,not furnished,R$0,"R$6,608",R$492,R$100
1930,1,71,2,3,2,13,not acept,not furnished,R$500,"R$3,700",R$50,R$47
1931,1,130,4,3,2,13,acept,not furnished,"R$1,180","R$2,500",R$334,R$32
1932,1,300,3,4,7,-,not acept,not furnished,R$0,"R$4,340",R$550,R$66
1933,1,525,5,4,4,-,acept,not furnished,R$0,"R$8,330","R$2,167",R$126
1934,1,94,3,3,2,1,acept,not furnished,R$750,"R$2,433",R$0,R$31
1935,1,240,4,2,6,-,not acept,furnished,R$0,"R$4,675",R$381,R$71
1936,1,400,3,3,4,-,acept,not furnished,R$0,"R$3,790",R$160,R$57
1937,1,228,3,4,3,6,acept,furnished,"R$3,500","R$14,000","R$1,000",R$178
1938,1,395,4,4,3,16,acept,furnished,"R$2,137","R$15,000",R$834,R$191
1939,1,227,4,4,3,6,acept,not furnished,"R$4,000","R$9,000","R$1,417",R$115
1940,1,685,4,3,5,11,acept,not furnished,"R$3,960","R$13,000","R$3,120",R$165
1941,0,297,4,6,2,3,acept,not furnished,"R$2,800","R$2,800",R$433,R$36
1942,1,145,3,3,1,1,acept,not furnished,"R$1,225","R$5,800",R$375,R$74
1943,0,180,3,4,4,-,acept,not furnished,R$0,"R$3,230",R$250,R$49
1944,0,269,4,5,0,12,acept,not furnished,"R$3,000","R$5,100",R$963,R$65
1945,1,270,3,3,3,16,acept,not furnished,"R$2,800","R$13,000",R$959,R$165
1946,1,390,3,4,4,10,not acept,not furnished,"R$2,710","R$9,000","R$2,682",R$115
1947,1,200,2,5,2,2,not acept,furnished,"R$2,448","R$15,000",R$937,R$191
1948,1,330,5,4,2,-,acept,furnished,R$0,"R$7,650",R$720,R$115
1949,1,66,1,1,1,4,not acept,not furnished,"R$2,077","R$1,600",R$349,R$21
1950,1,290,5,3,3,6,acept,not furnished,"R$3,800","R$4,100","R$1,435",R$52
1951,1,45,1,1,0,-,not acept,not furnished,R$700,"R$1,500",R$0,R$20
1952,1,98,2,2,0,5,not acept,furnished,R$890,"R$4,500",R$34,R$58
1953,1,160,2,1,0,12,not acept,not furnished,"R$1,200","R$2,400",R$0,R$31
1954,1,80,2,1,1,13,not acept,not furnished,R$937,"R$2,900",R$84,R$37
1955,1,160,2,3,2,21,not acept,furnished,"R$2,200","R$12,000",R$605,R$153
1956,1,118,3,2,2,4,acept,not furnished,"R$1,520","R$8,950",R$402,R$114
1957,1,230,4,3,2,1,acept,not furnished,"R$2,300","R$12,200",R$542,R$155
1958,0,650,4,6,4,-,acept,not furnished,R$760,"R$13,000","R$1,042",R$196
1959,1,147,3,3,3,5,acept,furnished,"R$2,000","R$12,000","R$1,000",R$153
1960,1,138,3,1,0,-,acept,not furnished,R$0,"R$3,500",R$445,R$53
1961,1,102,2,2,2,-,acept,not furnished,R$0,"R$3,500",R$248,R$53
1962,0,57,2,1,1,5,acept,furnished,R$393,"R$1,850",R$72,R$24
1963,1,36,1,1,1,15,acept,furnished,R$750,"R$3,328",R$125,R$14
1964,1,248,3,4,4,2,acept,not furnished,"R$3,163","R$14,000",R$966,R$178
1965,1,190,4,2,3,-,acept,not furnished,R$0,"R$8,000",R$525,R$121
1966,0,60,2,1,1,3,acept,not furnished,R$200,"R$1,299",R$84,R$17
1967,1,309,4,7,8,-,acept,not furnished,R$0,"R$10,000","R$1,167",R$151
1968,1,884,5,7,6,8,acept,not furnished,"R$9,000","R$12,750","R$5,917",R$162
1969,0,40,1,1,0,4,acept,not furnished,R$420,R$500,R$17,R$7
1970,1,80,2,2,1,-,acept,furnished,Sem info,"R$1,600",R$25,R$25
1971,1,200,4,5,4,16,acept,not furnished,"R$2,607","R$10,000","R$1,150",R$127
1972,1,60,1,1,1,-,acept,not furnished,R$0,"R$1,500",R$100,R$23
1973,1,180,2,3,2,-,acept,not furnished,R$0,"R$3,150",R$301,R$48
1974,1,213,4,4,3,17,acept,not furnished,"R$2,600","R$6,500","R$1,157",R$83
1975,1,190,3,2,1,6,acept,not furnished,"R$3,040","R$6,800",R$56,R$87
1976,0,205,3,2,4,-,acept,not furnished,R$0,"R$2,570",R$57,R$39
1977,1,126,3,4,1,3,acept,not furnished,"R$1,980","R$4,000",R$309,R$51
1978,1,260,4,4,6,22,acept,furnished,"R$2,480","R$5,500","R$1,167",R$70
1979,0,66,1,1,1,2,acept,furnished,R$900,"R$5,000",R$62,R$64
1980,1,900,4,9,8,1,acept,not furnished,R$0,"R$15,000","R$5,700",R$226
1981,1,380,4,3,3,11,acept,not furnished,"R$3,500","R$5,800","R$1,600",R$74
1982,1,146,3,3,2,9,acept,not furnished,"R$1,200","R$2,000",R$292,R$26
1983,0,53,1,1,1,13,acept,not furnished,R$494,R$650,R$34,R$9
1984,1,326,3,4,5,12,acept,furnished,"R$3,600","R$15,000","R$3,000",R$191
1985,1,230,3,2,0,1,acept,not furnished,R$0,"R$2,500",R$500,R$32
1986,1,123,3,3,2,3,not acept,furnished,"R$1,527","R$3,400",R$334,R$44
1987,1,30,1,1,0,7,not acept,not furnished,R$545,"R$1,350",R$39,R$18
1988,1,60,2,1,0,-,not acept,not furnished,R$0,"R$1,100",R$50,R$17
1989,1,200,2,2,1,10,acept,furnished,"R$2,700","R$9,500",R$600,R$121
1990,1,315,3,4,5,14,not acept,furnished,"R$1,500","R$15,000","R$1,000",R$191
1991,1,55,2,1,0,-,acept,not furnished,R$380,"R$1,350",R$0,R$18
1992,1,70,2,1,0,1,acept,not furnished,R$0,"R$2,448",R$159,R$32
1993,0,49,2,1,1,5,acept,not furnished,R$273,"R$1,010",R$0,R$13
1994,1,18,1,1,0,8,acept,not furnished,R$400,"R$1,130",R$30,R$15
1995,1,100,3,3,4,-,acept,not furnished,Incluso,"R$2,500",R$146,R$38
1996,1,61,2,1,0,5,acept,not furnished,R$715,"R$3,050",R$0,R$39
1997,1,79,2,3,2,15,acept,not furnished,R$768,"R$3,200",R$268,R$41
1998,1,73,2,2,1,11,acept,not furnished,R$700,"R$1,250",R$150,R$16
1999,1,30,1,1,0,1,acept,not furnished,R$0,"R$1,550",R$21,R$20
2000,1,61,2,1,0,3,acept,not furnished,R$240,"R$1,841",R$0,R$24
2001,1,34,1,1,1,1,not acept,furnished,Incluso,"R$2,890",R$0,R$37
2002,0,50,2,1,1,3,acept,not furnished,R$613,"R$1,000",R$20,R$13
2003,1,100,2,2,1,-,not acept,not furnished,R$0,"R$1,750",R$140,R$27
2004,1,55,1,1,1,14,not acept,furnished,"R$1,000","R$4,950",R$225,R$63
2005,1,100,2,3,1,2,acept,furnished,"R$1,260","R$3,973",R$267,R$51
2006,1,110,3,2,2,2,acept,not furnished,"R$1,145","R$2,400",R$247,R$31
2007,0,40,2,1,1,3,acept,not furnished,R$320,"R$1,200",R$70,R$16
2008,0,223,3,5,2,2,acept,not furnished,"R$1,400","R$3,300",R$290,R$42
2009,1,384,4,6,4,3,not acept,furnished,"R$3,500","R$15,000",R$344,R$191
2010,1,418,2,4,3,17,not acept,not furnished,"R$5,274","R$6,875",R$117,R$88
2011,1,380,4,1,0,-,acept,not furnished,R$0,"R$2,890",R$150,R$25
2012,1,225,4,3,2,-,acept,furnished,R$0,"R$4,400",R$290,R$67
2013,1,40,1,1,0,-,not acept,not furnished,R$0,R$850,R$0,R$11
2014,1,74,2,2,2,7,acept,not furnished,"R$1,100","R$3,400",R$163,R$44
2015,1,185,3,3,2,9,acept,not furnished,Sem info,"R$12,000",R$0,R$153
2016,0,70,2,2,0,5,not acept,not furnished,R$0,"R$1,000",R$62,R$16
2017,1,150,3,2,2,2,acept,not furnished,"R$1,181","R$2,000",R$384,R$26
2018,1,150,3,3,8,-,acept,not furnished,R$0,"R$8,000","R$1,084",R$121
2019,1,25,1,1,0,1,not acept,not furnished,R$350,R$750,R$57,R$10
2020,1,320,5,4,4,-,acept,furnished,R$0,"R$14,650",R$960,R$221
2021,1,328,3,4,4,18,acept,furnished,"R$1,382","R$6,000",R$800,R$77
2022,1,179,4,4,3,8,acept,furnished,"R$1,100","R$8,500",R$751,R$108
2023,1,62,2,2,2,4,acept,not furnished,R$900,"R$2,290",R$284,R$30
2024,1,210,3,4,4,4,acept,not furnished,"R$2,600","R$15,000","R$1,334",R$191
2025,1,75,2,2,0,1,not acept,not furnished,R$750,"R$2,125",R$146,R$27
2026,0,76,2,2,2,9,acept,furnished,R$679,"R$3,100",R$146,R$40
2027,1,146,3,3,2,3,acept,furnished,"R$1,600","R$6,500",R$417,R$83
2028,1,55,2,2,1,4,acept,not furnished,R$380,"R$1,850",R$0,R$24
2029,1,165,4,4,4,1,acept,not furnished,"R$1,400","R$5,700",R$834,R$73
2030,0,96,3,2,2,6,acept,furnished,R$750,"R$3,600",R$138,R$46
2031,1,300,3,3,8,-,acept,furnished,Sem info,"R$4,000",R$350,R$61
2032,1,287,3,2,5,-,acept,not furnished,R$0,"R$15,000",R$0,R$226
